"session_id","scenario_name","participant_id","start_time","finish_time","browser_info","machine_info","finish_tag"
"1","0","Bob","2018-06-29 13:36:28","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"2","0","1","2018-06-29 13:37:15","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"3","0","1","2018-06-29 13:39:19","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"4","0","testy1","2018-06-29 13:40:43","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"5","0","0","2018-06-29 13:54:47","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"6","0","0","2018-06-29 13:55:47","2018-06-29 13:56:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","6-5b369cf6be8676.93178422"
"7","0","0","2018-06-29 13:56:25","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"8","0","0","2018-06-29 14:00:52","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"9","0","0","2018-06-29 14:04:06","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"10","0","0","2018-06-29 14:04:36","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"11","0","0","2018-06-29 14:05:42","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"12","0","0","2018-06-29 14:07:45","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"13","0","0","2018-06-29 14:08:30","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"14","0","0","2018-06-29 14:08:44","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"15","0","0","2018-06-29 14:11:43","2018-06-29 14:11:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","15-5b36a092ac8237.67448068"
"16","0","Tim","2018-06-29 14:11:49","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"17","0","0","2018-07-02 09:47:53","","Mozilla/5.0 (Linux; Android 8.1.0; moto x4 Build/OPW28.46-18) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36","",""
"18","0","0","2018-07-02 10:50:02","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"19","0","0","2018-07-02 20:13:23","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","",""
"20","0","0","2018-07-03 12:00:48","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"21","0","1","2018-07-03 12:37:31","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36","",""
"22","0","0","2018-07-03 12:43:03","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36","",""
"23","0","0","2018-07-03 12:46:01","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"24","0","0","2018-07-11 11:33:21","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"25","0","0","2018-07-11 11:41:36","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"26","0","0","2018-07-11 13:15:01","2018-07-11 13:15:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","26-5b4665475310f4.94780094"
"27","0","0","2018-07-11 13:15:08","2018-07-11 14:49:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","27-5b467b7f68d0e6.30352363"
"28","0","0","2018-07-11 13:27:25","2018-07-11 13:27:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.42 Safari/537.36","","28-5b46684943db01.22920580"
"29","0","0","2018-07-11 13:27:58","","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.42 Safari/537.36","",""
"30","0","0","2018-07-11 13:54:14","2018-07-11 13:56:34","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","30-5b466f02b27e93.19219763"
"31","0","0","2018-07-11 13:56:38","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"32","0","0","2018-07-11 14:04:54","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"33","0","0","2018-07-11 14:28:33","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"34","0","0","2018-07-11 14:33:21","","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"35","0","0","2018-07-16 14:50:29","2018-07-16 14:50:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","35-5b4d1327f40011.15215051"
"36","0","0","2018-07-16 14:50:36","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"37","0","0","2018-07-16 15:20:45","","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.42 Safari/537.36","",""
"38","0","0","2018-07-17 12:20:43","","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.42 Safari/537.36","",""
"39","0","","2018-07-17 18:51:03","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"40","0","","2018-07-17 19:49:49","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"41","0","101-1","2018-07-18 14:19:50","2018-07-18 14:20:58","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","41-5b4faf3a45bc06.41338011"
"42","101-1","101-1","2018-07-18 23:31:19","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"43","101-1","101-1","2018-07-19 11:24:24","2018-07-19 11:25:15","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","43-5b50d78bcb1e16.30961922"
"44","101-2","101-2","2018-07-19 11:25:51","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"45","101-1","101-1","2018-07-19 11:31:41","2018-07-19 11:58:13","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","45-5b50df45bf02c0.83862463"
"46","101-2","101-2","2018-07-19 12:58:05","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"47","101-2","101-2","2018-07-19 12:58:38","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"48","101-2","101-2","2018-07-19 13:04:42","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"49","101-2","101-2","2018-07-19 13:20:45","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"50","151-1","151-1","2018-07-20 10:14:48","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"51","104-1","104-1","2018-07-20 11:06:46","2018-07-20 11:07:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","51-5b5224c516b414.47199502"
"52","101-1","101-1","2018-07-20 11:07:06","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"53","101-2","101-2","2018-07-20 11:08:52","2018-07-20 11:09:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","53-5b52253f20c2a0.70338309"
"54","102-1","102-1","2018-07-20 11:09:21","2018-07-20 11:09:48","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","54-5b52256c171019.25886771"
"55","102-2","102-2","2018-07-20 11:09:53","2018-07-20 11:10:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","55-5b5225808428f2.89216476"
"56","151-2","151-2","2018-07-20 11:10:14","2018-07-20 11:10:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","","56-5b5225945485d7.11222435"
"57","101-1","101-1","2018-07-23 09:10:12","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"58","101-1","101-1","2018-07-23 09:11:53","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"59","101-1","101-1","2018-07-23 09:14:49","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"60","101-1","101-1","2018-07-23 09:15:45","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"61","101-1","101-1","2018-07-23 11:38:51","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"62","101-1","101-1","2018-07-23 13:02:45","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"63","101-1","101-1","2018-07-23 14:22:25","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"64","101-1","101-1","2018-07-24 12:37:50","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","",""
"65","101-1","101-1","2018-07-24 13:12:08","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"66","101-2","101-2","2018-07-24 13:19:02","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"67","101-1","101-1","2018-07-24 20:38:17","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","",""
"68","104-1","104-1","2018-08-14 13:09:01","2018-08-14 13:10:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","68-5b73372c8fb8d9.26674350"
"69","104-2","104-2","2018-08-14 13:10:27","2018-08-14 15:44:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","69-5b735b39f1e148.74035627"
"70","104-1","104-1","2018-08-14 15:44:21","2018-08-14 16:14:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","70-5b736252c6c2a3.07079248"
"71","102-2","102-2","2018-09-12 14:37:49","2018-09-12 14:39:07","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","71-5b99877b6926d2.61183155"
"72","104-1","104-1","2018-09-12 14:39:15","2018-09-12 14:39:25","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","72-5b99878d6fca81.09442029"
"73","104-2","104-2","2018-09-12 14:39:38","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","",""
"74","101-1","101-1","2018-09-14 16:13:25","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","",""
"75","199-1","199-1","2018-09-14 16:56:55","2018-09-14 16:57:28","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","75-5b9c4ae83e3db7.95761540"
"76","199-2","199-2","2018-09-14 16:57:34","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","",""
"77","199-1","199-1","2018-09-18 17:03:45","2018-09-18 17:41:31","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","77-5ba19b3b2f51d7.23960371"
"78","199-2","199-2","2018-09-19 11:11:04","2018-09-19 12:06:52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","78-5ba29e4c775e62.53365480"
"79","199-2","199-2","2018-09-19 12:11:20","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","",""
"80","198-1","198-1","2018-09-26 11:03:39","2018-09-26 11:34:24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","80-5babd1309fd9a9.53380240"
"81","198-2","198-2","2018-09-28 16:10:38","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"82","197-1","197-1","2018-09-29 11:10:07","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"83","197-2","197-2","2018-10-01 17:40:24","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"84","196-1","196-1","2018-10-02 17:53:44","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"85","196-2","196-2","2018-10-04 18:18:47","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"86","130-1","130-1","2018-10-11 16:47:43","2018-10-11 17:11:17","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","86-5bbfe6a505ea92.13853338"
"87","130-2","130-2","2018-10-14 11:01:14","2018-10-14 11:20:04","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","87-5bc388d4770cd2.80426305"
"88","131-1","131-1","2018-10-15 15:27:09","2018-10-15 16:08:11","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","88-5bc51ddb50ed27.05823866"
"89","102-1","102-1","2018-10-16 08:55:02","2018-10-16 10:54:11","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","89-5bc625c362f1d6.46400830"
"90","103-1","103-1","2018-10-16 10:54:51","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"91","104-1","","2018-10-17 10:00:30","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","",""
"92","105-1","105-1","2018-10-17 10:57:35","2018-10-17 11:34:54","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","92-5bc780ce343128.94186462"
"93","131-2","131-2","2018-10-17 15:24:57","2018-10-17 15:54:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","93-5bc7bdc0ce5505.90741890"
"94","132-1","132-1","2018-10-17 16:59:49","2018-10-17 17:23:12","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","94-5bc7d2706998c4.65373212"
"95","102-2","102-2","2018-10-18 10:53:48","2018-10-18 11:29:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","95-5bc8d0f23fb7d2.30199140"
"96","133-1","133-1","2018-10-18 15:32:22","2018-10-18 15:57:54","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","96-5bc90ff2d648c2.92260493"
"97","160-1","160-1","2018-10-18 17:35:57","2018-10-18 18:09:44","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","","97-5bc92ed880a0d0.53602807"
